/home/zz/anaconda3/lib/python3.8/site-packages/torch_geometric/data/in_memory_dataset.py:300: UserWarning: It is not recommended to directly access the internal storage format `data` of an 'InMemoryDataset'. The given 'InMemoryDataset' only references a subset of examples of the full dataset, but 'data' will contain information of the full dataset. If you are absolutely certain what you are doing, access the internal storage via `InMemoryDataset._data` instead to suppress this warning. Alternatively, you can access stacked individual attributes of every graph via `dataset.{attr_name}`.
  warnings.warn(msg)

  0%|          | 0/300 [00:00<?, ?it/s]
epoch 0 | lr=0.001 | train loss 0.223 | val loss: 677.694 | test loss: 672.457 | best test loss 672.457 | best_test_delta 2140.878:   0%|          | 0/300 [03:04<?, ?it/s]
epoch 41 | lr=0.00049 | train loss 0.019 | val loss: 90.321 | test loss: 89.542 | best test loss 85.451 | best_test_delta 270.033:  14%|█▎        | 41/300 [1:47:48<11:06:44, 154.46s/it]
epoch 41 | lr=0.00049 | train loss 0.019 | val loss: 90.321 | test loss: 89.542 | best test loss 85.451 | best_test_delta 270.033:  14%|█▍        | 42/300 [1:47:49<11:04:44, 154.59s/it]
epoch 42 | lr=0.00049 | train loss 0.015 | val loss: 118.810 | test loss: 118.078 | best test loss 85.451 | best_test_delta 270.033:  14%|█▍        | 42/300 [1:50:21<11:04:44, 154.59s/it]
epoch 42 | lr=0.00049 | train loss 0.015 | val loss: 118.810 | test loss: 118.078 | best test loss 85.451 | best_test_delta 270.033:  14%|█▍        | 43/300 [1:50:24<11:01:47, 154.50s/it]
epoch 43 | lr=0.00049 | train loss 0.015 | val loss: 143.963 | test loss: 143.505 | best test loss 85.451 | best_test_delta 270.033:  14%|█▍        | 43/300 [1:52:56<11:01:47, 154.50s/it]
epoch 43 | lr=0.00049 | train loss 0.015 | val loss: 143.963 | test loss: 143.505 | best test loss 85.451 | best_test_delta 270.033:  15%|█▍        | 44/300 [1:52:57<10:58:16, 154.28s/it]
epoch 44 | lr=0.00049 | train loss 0.015 | val loss: 87.530 | test loss: 86.839 | best test loss 85.451 | best_test_delta 270.033:  15%|█▍        | 44/300 [1:55:31<10:58:16, 154.28s/it]  
epoch 44 | lr=0.00049 | train loss 0.015 | val loss: 87.530 | test loss: 86.839 | best test loss 85.451 | best_test_delta 270.033:  15%|█▌        | 45/300 [1:55:32<10:56:35, 154.49s/it]
epoch 45 | lr=0.00049 | train loss 0.012 | val loss: 113.504 | test loss: 112.043 | best test loss 85.451 | best_test_delta 270.033:  15%|█▌        | 45/300 [1:58:04<10:56:35, 154.49s/it]
epoch 45 | lr=0.00049 | train loss 0.012 | val loss: 113.504 | test loss: 112.043 | best test loss 85.451 | best_test_delta 270.033:  15%|█▌        | 46/300 [1:58:06<10:53:18, 154.33s/it]
epoch 46 | lr=0.00049 | train loss 0.020 | val loss: 85.124 | test loss: 84.173 | best test loss 85.451 | best_test_delta 270.033:  15%|█▌        | 46/300 [2:00:38<10:53:18, 154.33s/it]  
epoch 46 | lr=0.00049 | train loss 0.020 | val loss: 85.124 | test loss: 84.173 | best test loss 85.451 | best_test_delta 270.033:  16%|█▌        | 47/300 [2:00:40<10:49:25, 154.01s/it]
epoch 47 | lr=0.000343 | train loss 0.014 | val loss: 78.633 | test loss: 78.464 | best test loss 78.464 | best_test_delta 200.958:  16%|█▌        | 47/300 [2:03:13<10:49:25, 154.01s/it]
epoch 47 | lr=0.000343 | train loss 0.014 | val loss: 78.633 | test loss: 78.464 | best test loss 78.464 | best_test_delta 200.958:  16%|█▌        | 48/300 [2:03:15<10:48:14, 154.34s/it]
epoch 48 | lr=0.000343 | train loss 0.013 | val loss: 100.471 | test loss: 100.480 | best test loss 78.464 | best_test_delta 200.958:  16%|█▌        | 48/300 [2:05:47<10:48:14, 154.34s/it]
epoch 48 | lr=0.000343 | train loss 0.013 | val loss: 100.471 | test loss: 100.480 | best test loss 78.464 | best_test_delta 200.958:  16%|█▋        | 49/300 [2:05:49<10:46:16, 154.49s/it]
epoch 49 | lr=0.000343 | train loss 0.018 | val loss: 115.673 | test loss: 114.649 | best test loss 78.464 | best_test_delta 200.958:  16%|█▋        | 49/300 [2:08:22<10:46:16, 154.49s/it]
epoch 49 | lr=0.000343 | train loss 0.018 | val loss: 115.673 | test loss: 114.649 | best test loss 78.464 | best_test_delta 200.958:  17%|█▋        | 50/300 [2:08:24<10:43:14, 154.38s/it]
epoch 50 | lr=0.000343 | train loss 0.013 | val loss: 79.417 | test loss: 79.072 | best test loss 79.072 | best_test_delta 196.428:  17%|█▋        | 50/300 [2:10:57<10:43:14, 154.38s/it]  
epoch 50 | lr=0.000343 | train loss 0.013 | val loss: 79.417 | test loss: 79.072 | best test loss 79.072 | best_test_delta 196.428:  17%|█▋        | 51/300 [2:10:59<10:41:57, 154.69s/it]
epoch 51 | lr=0.000343 | train loss 0.015 | val loss: 85.660 | test loss: 84.998 | best test loss 79.072 | best_test_delta 196.428:  17%|█▋        | 51/300 [2:13:32<10:41:57, 154.69s/it]
epoch 51 | lr=0.000343 | train loss 0.015 | val loss: 85.660 | test loss: 84.998 | best test loss 79.072 | best_test_delta 196.428:  17%|█▋        | 52/300 [2:13:34<10:39:51, 154.80s/it]
epoch 52 | lr=0.000343 | train loss 0.016 | val loss: 81.363 | test loss: 81.098 | best test loss 79.072 | best_test_delta 196.428:  17%|█▋        | 52/300 [2:16:07<10:39:51, 154.80s/it]
epoch 52 | lr=0.000343 | train loss 0.016 | val loss: 81.363 | test loss: 81.098 | best test loss 79.072 | best_test_delta 196.428:  18%|█▊        | 53/300 [2:16:10<10:38:04, 155.00s/it]
epoch 53 | lr=0.000343 | train loss 0.012 | val loss: 86.453 | test loss: 86.226 | best test loss 79.072 | best_test_delta 196.428:  18%|█▊        | 53/300 [2:18:42<10:38:04, 155.00s/it]
epoch 53 | lr=0.000343 | train loss 0.012 | val loss: 86.453 | test loss: 86.226 | best test loss 79.072 | best_test_delta 196.428:  18%|█▊        | 54/300 [2:18:44<10:34:50, 154.84s/it]
epoch 54 | lr=0.000343 | train loss 0.017 | val loss: 76.906 | test loss: 76.397 | best test loss 79.072 | best_test_delta 196.428:  18%|█▊        | 54/300 [2:21:16<10:34:50, 154.84s/it]
epoch 54 | lr=0.000343 | train loss 0.017 | val loss: 76.906 | test loss: 76.397 | best test loss 79.072 | best_test_delta 196.428:  18%|█▊        | 55/300 [2:21:19<10:32:24, 154.87s/it]
epoch 55 | lr=0.000343 | train loss 0.015 | val loss: 81.720 | test loss: 81.014 | best test loss 79.072 | best_test_delta 196.428:  18%|█▊        | 55/300 [2:23:52<10:32:24, 154.87s/it]
epoch 55 | lr=0.000343 | train loss 0.015 | val loss: 81.720 | test loss: 81.014 | best test loss 79.072 | best_test_delta 196.428:  19%|█▊        | 56/300 [2:23:55<10:30:41, 155.09s/it]
epoch 56 | lr=0.000343 | train loss 0.019 | val loss: 80.872 | test loss: 80.397 | best test loss 80.397 | best_test_delta 195.535:  19%|█▊        | 56/300 [2:26:28<10:30:41, 155.09s/it]
epoch 56 | lr=0.000343 | train loss 0.019 | val loss: 80.872 | test loss: 80.397 | best test loss 80.397 | best_test_delta 195.535:  19%|█▉        | 57/300 [2:26:30<10:28:13, 155.12s/it]
epoch 57 | lr=0.000343 | train loss 0.017 | val loss: 78.550 | test loss: 78.394 | best test loss 80.397 | best_test_delta 195.535:  19%|█▉        | 57/300 [2:29:03<10:28:13, 155.12s/it]
epoch 57 | lr=0.000343 | train loss 0.017 | val loss: 78.550 | test loss: 78.394 | best test loss 80.397 | best_test_delta 195.535:  19%|█▉        | 58/300 [2:29:06<10:26:38, 155.36s/it]
epoch 58 | lr=0.000343 | train loss 0.021 | val loss: 74.421 | test loss: 74.373 | best test loss 80.397 | best_test_delta 195.535:  19%|█▉        | 58/300 [2:31:38<10:26:38, 155.36s/it]
epoch 58 | lr=0.000343 | train loss 0.021 | val loss: 74.421 | test loss: 74.373 | best test loss 80.397 | best_test_delta 195.535:  20%|█▉        | 59/300 [2:31:41<10:24:15, 155.42s/it]
epoch 59 | lr=0.000343 | train loss 0.018 | val loss: 79.441 | test loss: 78.682 | best test loss 80.397 | best_test_delta 195.535:  20%|█▉        | 59/300 [2:34:14<10:24:15, 155.42s/it]
epoch 59 | lr=0.000343 | train loss 0.018 | val loss: 79.441 | test loss: 78.682 | best test loss 80.397 | best_test_delta 195.535:  20%|██        | 60/300 [2:34:16<10:20:44, 155.18s/it]
epoch 60 | lr=0.000343 | train loss 0.014 | val loss: 74.443 | test loss: 73.873 | best test loss 80.397 | best_test_delta 195.535:  20%|██        | 60/300 [2:36:51<10:20:44, 155.18s/it]
epoch 60 | lr=0.000343 | train loss 0.014 | val loss: 74.443 | test loss: 73.873 | best test loss 80.397 | best_test_delta 195.535:  20%|██        | 61/300 [2:36:53<10:20:12, 155.70s/it]
epoch 61 | lr=0.000343 | train loss 0.015 | val loss: 94.171 | test loss: 93.637 | best test loss 80.397 | best_test_delta 195.535:  20%|██        | 61/300 [2:39:25<10:20:12, 155.70s/it]
epoch 61 | lr=0.000343 | train loss 0.015 | val loss: 94.171 | test loss: 93.637 | best test loss 80.397 | best_test_delta 195.535:  21%|██        | 62/300 [2:39:28<10:17:14, 155.61s/it]
epoch 62 | lr=0.000343 | train loss 0.019 | val loss: 139.084 | test loss: 137.812 | best test loss 80.397 | best_test_delta 195.535:  21%|██        | 62/300 [2:42:01<10:17:14, 155.61s/it]
epoch 62 | lr=0.000343 | train loss 0.019 | val loss: 139.084 | test loss: 137.812 | best test loss 80.397 | best_test_delta 195.535:  21%|██        | 63/300 [2:42:04<10:14:51, 155.66s/it]
epoch 63 | lr=0.00024009999999999998 | train loss 0.014 | val loss: 99.950 | test loss: 99.612 | best test loss 80.397 | best_test_delta 195.535:  21%|██        | 63/300 [2:44:37<10:14:51, 155.66s/it]
epoch 63 | lr=0.00024009999999999998 | train loss 0.014 | val loss: 99.950 | test loss: 99.612 | best test loss 80.397 | best_test_delta 195.535:  21%|██▏       | 64/300 [2:44:40<10:13:07, 155.88s/it]
epoch 64 | lr=0.00024009999999999998 | train loss 0.012 | val loss: 76.144 | test loss: 76.131 | best test loss 76.131 | best_test_delta 179.177:  21%|██▏       | 64/300 [2:47:13<10:13:07, 155.88s/it]
epoch 64 | lr=0.00024009999999999998 | train loss 0.012 | val loss: 76.144 | test loss: 76.131 | best test loss 76.131 | best_test_delta 179.177:  22%|██▏       | 65/300 [2:47:16<10:10:10, 155.79s/it]
epoch 65 | lr=0.00024009999999999998 | train loss 0.014 | val loss: 144.314 | test loss: 144.509 | best test loss 76.131 | best_test_delta 179.177:  22%|██▏       | 65/300 [2:49:48<10:10:10, 155.79s/it]
epoch 65 | lr=0.00024009999999999998 | train loss 0.014 | val loss: 144.314 | test loss: 144.509 | best test loss 76.131 | best_test_delta 179.177:  22%|██▏       | 66/300 [2:49:51<10:06:21, 155.48s/it]
epoch 66 | lr=0.00024009999999999998 | train loss 0.016 | val loss: 77.042 | test loss: 76.254 | best test loss 76.131 | best_test_delta 179.177:  22%|██▏       | 66/300 [2:52:23<10:06:21, 155.48s/it]  
